market,viewport,route,tier,assetType,url,isR2,runsObserved,aboveFold,loadedBeforeScrollRate,loadingAttr,poster,renderedWidth,renderedHeight,naturalWidth,naturalHeight,httpStatus,contentType,contentLengthBytes,cacheControl,etag,medianStartTimeMs,medianResponseEndMs,medianDurationMs,medianVideoCanPlayMs,medianPageLcpMs,pageLcpIsThisAssetRate,medianPageCls,classification,classificationScore,classificationReasons
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/brand/infravolt-wordmark-primary.webp,true,6,true,1,eager,,242,54.5,1040,235,200,image/webp,126044,,"""15ab34f45bad11445e87379fdf35c690""",157.5,261.90000000596046,111.20000000298023,,712,0,0,NEEDS OPTIMISATION,3,above the fold; no effective cache-control for repeat visits
ua,desktop,/about,priority,image,http://ua.infravolt.localhost:3000/assets/brand/gersan-logo.png,false,3,false,1,lazy,,208,47,583,132,200,image/png,18938,"public, max-age=0","W/""49fa-19fbebfcec4""",590.5,596.1000000014901,5.699999995529652,,712,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/brand/infravolt-wordmark-transparent.webp,true,9,false,1,lazy,,92,21,1040,235,200,image/webp,52456,,"""93441a0dddaf3276056bd01d677cc5c4""",590.5,652,60.399999998509884,,712,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan-tuzla-istanbul-head-office-factory.webp,true,6,false,1,lazy,,610.5,342.5,1672,941,200,image/webp,2229241,,"""ff87a221dafcfafc655a972a39284328""",590.7000000029802,715.4000000059605,184.5,,712,0,0,CRITICAL,6,large file (2.13 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/lovag.svg,true,3,false,1,lazy,,81,42,132,68,200,image/svg+xml,4332,,"""d013b05bc61f5ab8dbea0f939c6758a2""",590.7000000029802,680.2000000029802,95.10000000149012,,712,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/asta.svg,true,3,false,1,lazy,,90,42,134,62,200,image/svg+xml,2584,,"""1f3aa61666cc8bb01df8c13b5dc7eb95""",590.7000000029802,678.3000000044703,105.10000000149012,,712,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/cesi.svg,true,3,false,1,lazy,,109,42,147,56,200,image/svg+xml,18868,,"""83da51f24e34e3dd24195ca238a59229""",590.8000000044703,702,110.09999999403954,,712,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/iph-berlin.svg,true,3,false,1,lazy,,76,42,151,83,200,image/svg+xml,3660,,"""b104bc045d43ef8c9f7f94ff31c0c3bc""",590.9000000059605,725.9000000059605,134,,712,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/kema.svg,true,3,false,1,lazy,,107,42,155,60,200,image/svg+xml,3584,,"""8fe635abc05065328ef99281336878f5""",590.9000000059605,756.9000000059605,166,,712,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/tse.svg,true,3,false,1,lazy,,68,42,100,61,200,image/svg+xml,2876,,"""f80ba9f8c3da1e1171c3400652fb2cd3""",590.9000000059605,767.9000000059605,175.80000000447035,,712,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/ce.svg,true,3,false,1,lazy,,48,42,69,60,200,image/svg+xml,2301,,"""45f6627a10322cc6f1c5f04a29d0258f""",591,742,153,,712,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/ul.svg,true,3,false,1,lazy,,42,42,66,66,200,image/svg+xml,3405,,"""fcd2fd9d2bf42ed890f9d6ae19c2bedf""",591.1000000014901,764.3000000044703,172.10000000149012,,712,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/tuv.svg,true,3,false,1,lazy,,51,42,71,58,200,image/svg+xml,7521,,"""4f043148fcd91ca56faef6d1f09062ca""",591.3000000044703,767.1000000014901,174.89999999850988,,712,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/iso-management-systems.svg,true,3,false,1,lazy,,124,39,205,65,200,image/svg+xml,6516,,"""58bf125226d4c8a2b5a45975d6599882""",591.4000000059605,787.6000000014901,228.19999999552965,,712,0,0,NEEDS OPTIMISATION,4,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan-zonguldak-factory.webp,true,3,false,0,lazy,,459,257,1672,941,200,image/webp,2514210,,"""3da72dff4693e6e71389643ce1ca0a41""",1782.8000000044703,1978.6000000014901,163.39999999850988,,712,0,0,NEEDS OPTIMISATION,4,large file (2.40 MB); no effective cache-control for repeat visits
ua,desktop,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan-sultanate-of-oman-factory.webp,true,3,false,0,lazy,,459,258,1672,941,200,image/webp,2106997,,"""5a2cdf8d664896f9b0505fb287e7bc49""",1782.8000000044703,1914.5,117.69999999552965,,712,0,0,NEEDS OPTIMISATION,4,large file (2.01 MB); no effective cache-control for repeat visits
ua,desktop,/about,priority,background-image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/about-hero-background.webp,true,3,false,1,,,1920,746,,,200,image/webp,318746,,"""4c59ea253eb48cd2bed838eea4a41fe8""",485.6000000014901,549.4000000059605,70.89999999850988,,712,1,0,CRITICAL,8,is the page LCP element on at least one run; CSS background-image (no native lazy-loading / responsive srcset available); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,background-image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan-market-card-background.webp,true,3,false,1,,,1024,349,,,200,image/webp,1572303,,"""7b7bbc330dbdb56f7bfd8a3f0a23adfa""",486.70000000298023,713.7000000029802,222.10000000149012,,712,0,0,CRITICAL,8,CSS background-image (no native lazy-loading / responsive srcset available); large file (1.50 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,background-image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/infravolt-uk-market-card-background.webp,true,3,false,1,,,706,396,,,200,image/webp,1811655,,"""4ffccde74e79034ec51c999bdcfcae7a""",487,605.5,176,,712,0,0,CRITICAL,7,CSS background-image (no native lazy-loading / responsive srcset available); large file (1.73 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,desktop,/about,priority,background-image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/infravolt-ukraine-market-card-background.webp,true,3,false,1,,,706,396,,,200,image/webp,1858426,,"""d9f91babea86482401d2c5f3ee7322ac""",487.30000000447035,670.9000000059605,196.19999999552965,,712,0,0,CRITICAL,7,CSS background-image (no native lazy-loading / responsive srcset available); large file (1.77 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/brand/infravolt-wordmark-primary.webp,true,6,true,1,eager,,188,42.5,1040,235,200,image/webp,126044,,"""15ab34f45bad11445e87379fdf35c690""",158.20000000298023,286.29999999701977,97.5,,632,0,0,NEEDS OPTIMISATION,4,above the fold; mobile viewport; no effective cache-control for repeat visits
ua,mobile,/about,priority,image,http://ua.infravolt.localhost:3000/assets/brand/gersan-logo.png,false,3,false,1,lazy,,144,33,583,132,200,image/png,18938,"public, max-age=0","W/""49fa-19fbebfcec4""",582.7000000029802,590.6000000014901,7.899999998509884,,632,0,0,NEEDS OPTIMISATION,4,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/brand/infravolt-wordmark-transparent.webp,true,9,false,1,lazy,,92,21,1040,235,200,image/webp,52456,,"""93441a0dddaf3276056bd01d677cc5c4""",582.8000000044703,643.1000000014901,68.89999999850988,,632,0,0,NEEDS OPTIMISATION,4,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan-tuzla-istanbul-head-office-factory.webp,true,6,false,1,lazy,,349,196,1672,941,200,image/webp,2229241,,"""ff87a221dafcfafc655a972a39284328""",582.8999999985099,744.2999999970198,175.79999999701977,,632,0,0,CRITICAL,7,mobile viewport; large file (2.13 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/lovag.svg,true,3,false,1,lazy,,56,29,132,68,200,image/svg+xml,4332,,"""d013b05bc61f5ab8dbea0f939c6758a2""",582.8999999985099,678.8999999985099,72.5,,632,0,0,NEEDS OPTIMISATION,4,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/asta.svg,true,3,false,1,lazy,,56,26,134,62,200,image/svg+xml,2584,,"""1f3aa61666cc8bb01df8c13b5dc7eb95""",583.1000000014901,698.5,99.69999999552965,,632,0,0,NEEDS OPTIMISATION,4,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/cesi.svg,true,3,false,1,lazy,,56,21,147,56,200,image/svg+xml,18868,,"""83da51f24e34e3dd24195ca238a59229""",583.3000000044703,717.5,134.19999999552965,,632,0,0,NEEDS OPTIMISATION,4,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/iph-berlin.svg,true,3,false,1,lazy,,52,29,151,83,200,image/svg+xml,3660,,"""b104bc045d43ef8c9f7f94ff31c0c3bc""",583.3000000044703,725.7999999970198,115.30000000447035,,632,0,0,NEEDS OPTIMISATION,4,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/kema.svg,true,3,false,1,lazy,,56,22,155,60,200,image/svg+xml,3584,,"""8fe635abc05065328ef99281336878f5""",583.3999999985099,722.2000000029802,138.80000000447035,,632,0,0,NEEDS OPTIMISATION,4,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/tse.svg,true,3,false,1,lazy,,47,29,100,61,200,image/svg+xml,2876,,"""f80ba9f8c3da1e1171c3400652fb2cd3""",583.3999999985099,728.1000000014901,144.70000000298023,,632,0,0,NEEDS OPTIMISATION,4,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/ce.svg,true,3,false,1,lazy,,33,29,69,60,200,image/svg+xml,2301,,"""45f6627a10322cc6f1c5f04a29d0258f""",583.5,742.2000000029802,180.10000000149012,,632,0,0,NEEDS OPTIMISATION,4,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/ul.svg,true,3,false,1,lazy,,29,29,66,66,200,image/svg+xml,3405,,"""fcd2fd9d2bf42ed890f9d6ae19c2bedf""",583.5,766.6000000014901,183.10000000149012,,632,0,0,NEEDS OPTIMISATION,4,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/tuv.svg,true,3,false,1,lazy,,35,29,71,58,200,image/svg+xml,7521,,"""4f043148fcd91ca56faef6d1f09062ca""",583.6000000014901,761.3999999985099,177.79999999701977,,632,0,0,NEEDS OPTIMISATION,4,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan/certifications/iso-management-systems.svg,true,3,false,1,lazy,,56,18,205,65,200,image/svg+xml,6516,,"""58bf125226d4c8a2b5a45975d6599882""",583.6000000014901,807.3999999985099,223.79999999701977,,632,0,0,NEEDS OPTIMISATION,5,mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan-zonguldak-factory.webp,true,3,false,0,lazy,,348,195,1672,941,200,image/webp,2514210,,"""3da72dff4693e6e71389643ce1ca0a41""",1781.2000000029802,1949.7000000029802,165.40000000596046,,632,0,0,NEEDS OPTIMISATION,5,mobile viewport; large file (2.40 MB); no effective cache-control for repeat visits
ua,mobile,/about,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan-sultanate-of-oman-factory.webp,true,3,false,0,lazy,,348,195,1672,941,200,image/webp,2106997,,"""5a2cdf8d664896f9b0505fb287e7bc49""",1797.7000000029802,1939.5999999940395,138.79999999701977,,632,0,0,NEEDS OPTIMISATION,5,mobile viewport; large file (2.01 MB); no effective cache-control for repeat visits
ua,mobile,/about,priority,background-image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/about-hero-background-mobile.webp,true,3,false,1,,,390,381,,,200,image/webp,225802,,"""c78394799518d4d0516948d6fdd8bcdb""",485.6000000014901,545.5,65.10000000149012,,632,1,0,CRITICAL,9,is the page LCP element on at least one run; CSS background-image (no native lazy-loading / responsive srcset available); mobile viewport; no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,background-image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/gersan-market-card-background.webp,true,3,false,1,,,350,452,,,200,image/webp,1572303,,"""7b7bbc330dbdb56f7bfd8a3f0a23adfa""",486.80000000447035,604.6999999955297,165,,632,0,0,CRITICAL,8,CSS background-image (no native lazy-loading / responsive srcset available); mobile viewport; large file (1.50 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,background-image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/infravolt-uk-market-card-background.webp,true,3,false,1,,,350,310,,,200,image/webp,1811655,,"""4ffccde74e79034ec51c999bdcfcae7a""",487.30000000447035,670.2999999970198,187.79999999701977,,632,0,0,CRITICAL,8,CSS background-image (no native lazy-loading / responsive srcset available); mobile viewport; large file (1.73 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
ua,mobile,/about,priority,background-image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/company/infravolt-ukraine-market-card-background.webp,true,3,false,1,,,350,310,,,200,image/webp,1858426,,"""d9f91babea86482401d2c5f3ee7322ac""",487.6000000014901,674.7000000029802,237.5,,632,0,0,CRITICAL,9,CSS background-image (no native lazy-loading / responsive srcset available); mobile viewport; large file (1.77 MB); no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,https://pub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev/brand/infravolt-wordmark-primary.webp,true,3,true,1,eager,,252,57,1040,235,200,image/webp,126044,,"""15ab34f45bad11445e87379fdf35c690""",3022.10000000149,3112.8000000044703,98.39999999850988,,3512,0,0,NEEDS OPTIMISATION,3,above the fold; no effective cache-control for repeat visits
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fcard%2Fglobal.webp&w=384&q=75,true,3,false,1,lazy,,280,157,384,251,200,image/webp,18580,"public, max-age=0, must-revalidate",oeS-dXCRFVTyLDWVWJXaZt0Et5fHqmRIkh65C6hK75s,3415.9000000059605,3430.3000000044703,21.5,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fcard%2Fsector-commercial-buildings.webp&w=384&q=75,true,3,false,1,lazy,,280,157,384,216,200,image/webp,19312,"public, max-age=0, must-revalidate",NbSButlBx4QfTMsB5h0I9h9cqeLfOC1TcMJuE2d8NNY,3416.10000000149,3431.7000000029802,22.200000002980232,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fcard%2Fsector-energy-utilities.webp&w=384&q=75,true,3,false,1,lazy,,280,157,384,216,200,image/webp,16718,"public, max-age=0, must-revalidate",mr6fV9neobpL7WrfaTDLvvTbhVmynP9nl8pKXQfZyTs,3416.2000000029802,3433.10000000149,24.799999997019768,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fcard%2Fsector-airports.webp&w=384&q=75,true,3,false,1,lazy,,280,157,384,216,200,image/webp,9876,"public, max-age=0, must-revalidate",6CsGscEmHy8KoSL34UH-w6MSbDql4frt_o-PzP-PVe4,3416.4000000059605,3434.3000000044703,25.5,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fcard%2Fsector-rail-metro.webp&w=384&q=75,true,3,false,1,lazy,,280,157,384,216,200,image/webp,12930,"public, max-age=0, must-revalidate",T9ATkjH7LQTryttVzdg6Er2DBht7Ds3x-5yEHuV4mFI,3416.60000000149,3436.3000000044703,25.69999999552965,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fcard%2Fsector-industrial-facilities.webp&w=384&q=75,true,3,false,1,lazy,,280,157,384,216,200,image/webp,18748,"public, max-age=0, must-revalidate",GSF4rZUZ-0MyIElFO70mzuMlEGwKEuPtc3D-zG2uaj0,3416.8000000044703,3436.7000000029802,26.200000002980232,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fcard%2Fsector-oil-gas.webp&w=384&q=75,true,3,false,1,lazy,,280,157,384,216,200,image/webp,16548,"public, max-age=0, must-revalidate",GLfn2UcBeiFeK4OD3J4ecbR7QHXtTO-XlakjH0PJKns,3416.9000000059605,3445.7000000029802,36.70000000298023,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fcard%2Fsector-healthcare.webp&w=384&q=75,true,3,false,1,lazy,,280,157,384,216,200,image/webp,9728,"public, max-age=0, must-revalidate",VgVFs3XAXDXhlY7l7-mKai6TThWo-67MUNhEkYIAb3c,3417,3446.5,37.899999998509884,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fcard%2Fsector-data-centres.webp&w=384&q=75,true,3,false,1,lazy,,280,157,384,216,200,image/webp,13856,"public, max-age=0, must-revalidate",0TTPlUkFn52tLOcLO_mTb01jmKZOVe49hWyYvdIG8aw,3417,3449.60000000149,38.70000000298023,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fcard%2Fsector-public-educational-infrastructure.webp&w=384&q=75,true,3,false,1,lazy,,280,157,384,216,200,image/webp,16456,"public, max-age=0, must-revalidate",BLe1xepYd8tWC71Aamvfgqji_mBcEqVhnA8oYaMRefI,3417.10000000149,3448.8000000044703,39.5,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fearthing-lightning%2Fcompanies%2Fsite-ready%2F06-1-dubai-and-northern-emirates.webp&w=384&q=75,true,3,false,1,lazy,,240,88,345,104,200,image/webp,3622,"public, max-age=0, must-revalidate",y85mtne9Ias39fCOMDxKgdDphzU_R7OrcZ54ozPKPxU,3417.2000000029802,3453.5,41.29999999701977,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fearthing-lightning%2Fcompanies%2Fsite-ready%2F09-3m-colombia-s-a.webp&w=384&q=75,true,3,false,1,lazy,,240,88,261,151,200,image/webp,2632,"public, max-age=0, must-revalidate",tcJKBe6pN7bd9WVqRbMYr5Beyb6arZyg4MN2X_gfalU,3417.4000000059605,3454.10000000149,42.19999999552965,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fearthing-lightning%2Fcompanies%2Fsite-ready%2F07-abb-industries-llc.webp&w=384&q=75,true,3,false,1,lazy,,240,88,345,150,200,image/webp,2910,"public, max-age=0, must-revalidate",SKaqkhBNTc5leHFCuxR0XaH2MK3FlHmJeenSYwF6laE,3417.5,3461.3000000044703,53.399999998509884,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fearthing-lightning%2Fcompanies%2Fsite-ready%2F30-abu-dhabi-national-oil-company.webp&w=384&q=75,true,3,false,1,lazy,,240,88,276,331,200,image/webp,5110,"public, max-age=0, must-revalidate",_YJCC47p7tLnQTRkSfDFS7KdYqeQ1mw45TcrTOpDxkg,3417.60000000149,3463,54.400000005960464,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
uk,desktop,/references,priority,image,http://uk.infravolt.localhost:3000/_next/image?url=https%3A%2F%2Fpub-f1a143f96bfc47df8ff1ccd1aaea6671.r2.dev%2Freferences%2Fearthing-lightning%2Fcompanies%2Fsite-ready%2F41-abu-dhabi-water-and-electricity-authority.webp&w=384&q=75,true,3,false,1,lazy,,240,88,345,221,200,image/webp,5822,"public, max-age=0, must-revalidate",P7rh4HWrP5yMnHeY44rJ8Jnkq4vg2lMjx9rkcRYv18w,3417.8000000044703,3464,55.20000000298023,,3512,0,0,NEEDS OPTIMISATION,3,no effective cache-control for repeat visits; fetched before scroll despite being below the fold (unnecessary initial-load bytes)
